frame_number,object_class,confidence_score,x1,y1,x2,y2
18,73,0.39175131916999817,448.96502685546875,665.6315307617188,720.0,1241.6641845703125
18,26,0.26949945092201233,79.88616180419922,255.01834106445312,576.255126953125,633.004150390625
18,65,0.46385326981544495,379.5794982910156,561.6759033203125,628.7819213867188,672.618408203125
19,73,0.3931707739830017,448.03509521484375,665.282958984375,720.0,1242.5673828125
19,26,0.260892391204834,77.29985046386719,253.646240234375,573.5858154296875,631.6875610351562
19,65,0.43786919116973877,377.971923828125,561.5074462890625,627.5715942382812,672.7589111328125
20,73,0.396009624004364,447.288818359375,664.6043090820312,720.0,1243.49658203125
20,26,0.21286563575267792,75.2425308227539,252.69692993164062,573.8189697265625,632.6113891601562
20,65,0.3609408140182495,375.5740661621094,561.5096435546875,625.5707397460938,673.0386352539062
21,73,0.34260380268096924,446.9427490234375,664.1693115234375,720.0,1244.14306640625
21,26,0.1955200880765915,73.06454467773438,251.8977813720703,573.097412109375,633.0863037109375
21,65,0.4278339147567749,373.6911926269531,561.775390625,623.4254150390625,673.3193969726562
22,73,0.29159462451934814,446.2438049316406,663.9273071289062,720.0,1244.87060546875
22,26,0.26385658979415894,70.19416809082031,252.1381072998047,570.3619995117188,633.4899291992188
22,65,0.4963476061820984,372.1007995605469,561.3793334960938,621.4983520507812,672.9879760742188
23,73,0.2779957950115204,444.3748779296875,664.1703491210938,720.0,1246.511474609375
23,26,0.2726072371006012,68.47697448730469,251.66998291015625,568.754150390625,633.1714477539062
23,65,0.43469464778900146,371.630615234375,562.70703125,618.0394897460938,672.96435546875
24,73,0.28750088810920715,443.32781982421875,664.089111328125,719.62744140625,1245.4686279296875
24,26,0.2414429783821106,65.32989501953125,251.522216796875,565.3574829101562,632.828857421875
24,65,0.4378911852836609,369.1240539550781,563.20458984375,614.1803588867188,672.7804565429688
25,73,0.2840464115142822,441.9573974609375,664.3510131835938,718.0415649414062,1244.2017822265625
25,26,0.2886175215244293,61.57682800292969,251.16209411621094,561.1160888671875,631.9469604492188
25,65,0.485587477684021,365.1710510253906,562.9451904296875,610.4900512695312,672.7295532226562
26,73,0.3131677210330963,439.669921875,663.8379516601562,716.6173095703125,1243.774169921875
26,26,0.24929581582546234,57.60643768310547,250.7780303955078,557.3442993164062,631.7294311523438
26,65,0.48131898045539856,360.1682434082031,561.6102294921875,607.3828735351562,672.3639526367188
27,73,0.20527103543281555,436.1496887207031,663.6407470703125,714.3108520507812,1243.386474609375
27,26,0.19397224485874176,52.61359786987305,250.1575469970703,552.8794555664062,631.642333984375
27,65,0.20746824145317078,355.6324462890625,560.1683959960938,605.3599853515625,672.2883911132812
28,73,0.24033012986183167,432.78662109375,662.2882080078125,712.3237915039062,1241.070068359375
28,26,0.15386798977851868,45.729408264160156,249.40615844726562,547.2782592773438,631.9378662109375
29,73,0.16307497024536133,427.95745849609375,662.5751953125,710.2578125,1242.768310546875
29,26,0.22273637354373932,39.396697998046875,249.14035034179688,541.132080078125,632.220703125
30,73,0.16401027143001556,424.1089782714844,661.9570922851562,709.4902954101562,1244.1826171875
30,26,0.17958754301071167,34.6398811340332,247.96356201171875,536.2299194335938,631.1843872070312
30,65,0.34607478976249695,340.0096130371094,560.82275390625,587.1986694335938,672.0020141601562
31,73,0.29022371768951416,421.3520202636719,660.9973754882812,709.224365234375,1243.9443359375
31,26,0.2054370939731598,29.970443725585938,247.22998046875,530.9846801757812,630.2955322265625
31,65,0.40562206506729126,333.515380859375,560.1354370117188,580.9053955078125,671.6290283203125
32,73,0.23581862449645996,417.5724182128906,659.7354125976562,708.1669311523438,1243.2645263671875
32,26,0.16281268000602722,26.212003707885742,246.36854553222656,527.3755493164062,629.876708984375
32,65,0.43584302067756653,328.15118408203125,558.9497680664062,576.409423828125,671.0369873046875
33,73,0.32610443234443665,413.72894287109375,658.1907958984375,707.6985473632812,1243.5582275390625
33,26,0.10988476127386093,22.34959602355957,245.3126678466797,524.0009765625,629.5370483398438
33,65,0.4599490165710449,324.1616516113281,558.6659545898438,573.6460571289062,671.57470703125
34,73,0.2896358370780945,409.94915771484375,656.5274047851562,706.8028564453125,1242.29345703125
34,26,0.2024514377117157,17.53369140625,246.39935302734375,518.7306518554688,630.5299072265625
34,65,0.4715960919857025,322.37310791015625,558.0896606445312,571.0106201171875,670.7564697265625
35,73,0.27971991896629333,406.2415466308594,654.3876342773438,706.1494140625,1240.6400146484375
35,26,0.2172088623046875,12.33662223815918,245.87310791015625,514.2216186523438,630.6566162109375
35,65,0.46505457162857056,317.0174560546875,555.5098876953125,568.7935180664062,669.9578857421875
36,73,0.34713801741600037,403.1227111816406,652.8557739257812,705.7813110351562,1238.8416748046875
36,26,0.22492462396621704,8.3778076171875,245.0713348388672,510.71734619140625,630.3133544921875
36,65,0.3744356632232666,311.9375915527344,553.8827514648438,565.746337890625,669.6979370117188
37,73,0.33800962567329407,399.9809875488281,650.8148803710938,705.62060546875,1236.93408203125
37,26,0.2542943060398102,4.462616920471191,243.95706176757812,507.9028015136719,630.1193237304688
37,65,0.42144879698753357,307.5727844238281,552.42333984375,562.2020874023438,669.1062622070312
38,73,0.2953648567199707,397.4655456542969,649.2593994140625,705.9012451171875,1235.3082275390625
38,26,0.3106040060520172,1.1264299154281616,243.1234893798828,504.21051025390625,629.2783813476562
38,65,0.5729760527610779,303.044189453125,550.2327270507812,560.7069702148438,669.0325317382812
39,73,0.2660139501094818,394.53094482421875,647.0157470703125,706.4991455078125,1234.705078125
39,26,0.22174492478370667,0.0,242.0701141357422,501.4174499511719,628.2598876953125
39,65,0.5593138337135315,301.7864685058594,550.1986083984375,555.3619384765625,667.4277954101562
40,73,0.22270679473876953,391.28070068359375,645.2610473632812,706.6246948242188,1234.1871337890625
40,26,0.28616973757743835,0.0,240.57432556152344,498.0359191894531,625.8409423828125
40,65,0.6467956900596619,299.2939758300781,549.044677734375,549.1100463867188,664.57421875
41,73,0.23072387278079987,387.0367126464844,643.480224609375,706.1411743164062,1234.0589599609375
41,26,0.29007792472839355,0.0,239.41946411132812,494.8793029785156,624.5068969726562
41,65,0.6151419878005981,294.14691162109375,546.90966796875,544.3121337890625,662.843505859375
42,63,0.21718904376029968,382.0378112792969,640.0321655273438,706.4090576171875,1235.15625
42,26,0.4071144461631775,0.0,237.80189514160156,493.2267761230469,624.24462890625
42,65,0.5772971510887146,288.2274169921875,544.2781372070312,541.1649780273438,661.9163818359375
43,63,0.23319873213768005,376.25457763671875,637.6888427734375,705.8515014648438,1236.828125
43,26,0.4322575032711029,0.0,236.54812622070312,490.592041015625,624.772216796875
43,65,0.5513622760772705,281.29107666015625,542.5578002929688,536.6892700195312,661.799560546875
44,63,0.3623954951763153,370.21160888671875,637.03076171875,704.7603759765625,1239.1029052734375
44,26,0.3118578791618347,0.0,235.34860229492188,487.5098571777344,625.6500854492188
44,65,0.5137139558792114,274.0511169433594,542.1665649414062,531.87060546875,663.13330078125
45,63,0.3833230435848236,364.782470703125,637.0775146484375,703.8826293945312,1241.0452880859375
45,26,0.15904811024665833,0.0,234.4061737060547,485.0729675292969,624.3191528320312
45,65,0.46328091621398926,267.6552429199219,542.1096801757812,525.7025756835938,663.642578125
46,63,0.33111926913261414,359.3460693359375,635.457763671875,703.9962158203125,1243.3616943359375
46,26,0.13018810749053955,0.0,234.42088317871094,480.94000244140625,626.345458984375
46,65,0.48448166251182556,262.1558532714844,542.8959350585938,518.0983276367188,663.731201171875
47,63,0.32857441902160645,352.722900390625,634.0822143554688,703.4970092773438,1246.5731201171875
47,26,0.19871783256530762,0.0,234.3341522216797,476.07421875,628.536376953125
47,65,0.5928539633750916,255.37722778320312,542.1732788085938,512.989501953125,664.44580078125
48,63,0.3482971787452698,345.6869812011719,632.6314697265625,701.9808959960938,1247.8092041015625
48,26,0.2369295209646225,0.0,234.6488494873047,470.10009765625,630.8220825195312
48,65,0.611400842666626,249.75575256347656,542.1397705078125,506.9154968261719,664.5828857421875
48,73,0.3130088150501251,531.9782104492188,319.03765869140625,717.6793212890625,602.353759765625
49,63,0.4017869830131531,340.30938720703125,631.66015625,701.4034423828125,1248.2454833984375
49,26,0.2100636065006256,0.0,235.6654052734375,464.48577880859375,631.9978637695312
49,65,0.6028392910957336,242.28944396972656,543.1893310546875,502.28802490234375,667.5363159179688
49,73,0.36575847864151,526.4613647460938,319.2542724609375,712.9926147460938,603.3709716796875
50,63,0.423759788274765,335.84246826171875,630.9164428710938,701.8218994140625,1249.410888671875
50,26,0.39561784267425537,0.0,236.47567749023438,460.1402893066406,633.8421630859375
50,65,0.45669397711753845,236.93466186523438,544.209716796875,496.20440673828125,668.783447265625
50,73,0.33658504486083984,522.5474243164062,319.4720458984375,709.7539672851562,603.73583984375
51,63,0.444475382566452,331.4488525390625,629.456298828125,701.988037109375,1249.286865234375
51,26,0.28337976336479187,0.0,237.47813415527344,455.01495361328125,634.5831909179688
51,65,0.38580527901649475,231.7245635986328,545.98193359375,487.7896728515625,669.3040161132812
51,73,0.3558219075202942,518.541748046875,319.21337890625,706.7998046875,603.5932006835938
52,63,0.4934307038784027,326.60211181640625,628.6796264648438,701.5471801757812,1249.2843017578125
52,26,0.351863831281662,0.0,239.1017303466797,450.363037109375,635.665283203125
52,65,0.5584409236907959,225.88284301757812,546.5493774414062,482.0415344238281,670.3480224609375
52,73,0.32652226090431213,514.84619140625,318.6181335449219,704.7760620117188,603.4769287109375
53,63,0.48151895403862,320.78839111328125,627.36572265625,700.5428466796875,1248.937255859375
53,26,0.26358500123023987,0.0,239.73294067382812,445.05206298828125,636.7632446289062
53,65,0.47029632329940796,221.27627563476562,546.5238037109375,477.07196044921875,670.5455932617188
53,73,0.3236948549747467,512.0484008789062,318.74066162109375,703.1539306640625,602.7842407226562
54,63,0.405477911233902,315.20831298828125,625.8618774414062,699.7672119140625,1248.163330078125
54,26,0.22310122847557068,0.0,240.3172149658203,439.9663391113281,637.9716186523438
54,65,0.4981047511100769,216.90283203125,546.9266967773438,470.7581481933594,670.227783203125
54,73,0.27922186255455017,508.1849670410156,318.4485778808594,701.532470703125,602.6599731445312
55,63,0.3843604326248169,310.026123046875,625.0299072265625,699.0008544921875,1247.1602783203125
55,26,0.34114083647727966,0.0,240.7174072265625,435.0035095214844,638.8662109375
55,65,0.4611278474330902,210.4157257080078,546.4299926757812,466.6051940917969,671.4010009765625
55,73,0.28839778900146484,504.2876892089844,318.3836975097656,700.0264282226562,602.3309326171875
56,63,0.44108298420906067,305.69329833984375,623.8218994140625,699.1007080078125,1246.0244140625
56,26,0.23870517313480377,0.0,240.79965209960938,430.1314392089844,638.99462890625
56,65,0.5241706371307373,206.4673614501953,546.0282592773438,462.310546875,671.39453125
56,73,0.26532503962516785,500.55731201171875,317.5897216796875,699.2650146484375,601.6875
57,63,0.42475107312202454,301.8361511230469,622.5905151367188,699.15966796875,1244.0518798828125
57,26,0.19307120144367218,0.0,241.07879638671875,425.65167236328125,639.552001953125
57,65,0.46932756900787354,202.60504150390625,546.298828125,455.40087890625,670.4627075195312
57,73,0.21934662759304047,496.4302673339844,315.6204833984375,698.9883422851562,600.8009033203125
58,63,0.4092358350753784,298.2916259765625,621.1030883789062,699.3699951171875,1241.6771240234375
58,26,0.11853550374507904,0.0,240.32655334472656,421.68310546875,639.6364135742188
58,65,0.4166264235973358,197.9997100830078,546.0760498046875,450.98944091796875,670.6029663085938
58,73,0.24689525365829468,491.7879333496094,313.592529296875,698.6611938476562,600.1236572265625
59,63,0.402828186750412,293.6025085449219,617.7824096679688,699.707275390625,1239.59375
59,26,0.17467001080513,0.0,240.81930541992188,416.93072509765625,639.842041015625
59,65,0.43890827894210815,193.07608032226562,544.4183349609375,447.3420104980469,670.0848999023438
59,73,0.28127869963645935,487.73162841796875,311.5483093261719,698.54638671875,598.599853515625
60,63,0.4925543963909149,288.1727294921875,612.8751831054688,699.8324584960938,1236.721435546875
60,65,0.422372043132782,189.2015380859375,541.9856567382812,444.9419860839844,668.9318237304688
60,73,0.2868664562702179,483.3750915527344,309.4094543457031,698.577880859375,597.4009399414062
61,63,0.5506423115730286,282.2916564941406,608.6712036132812,699.400390625,1234.121337890625
61,65,0.5266526341438293,184.36643981933594,539.8693237304688,440.7295837402344,667.6825561523438
61,73,0.3135327398777008,478.3751220703125,307.9315185546875,697.67529296875,595.843505859375
62,63,0.6657833456993103,278.136962890625,606.13525390625,699.720458984375,1231.9483642578125
62,65,0.4979008734226227,178.9034423828125,539.3943481445312,436.1019592285156,668.2590942382812
62,73,0.3011792302131653,473.8370056152344,306.59521484375,697.4893798828125,594.7105712890625
63,63,0.7031698226928711,274.7379455566406,603.8598022460938,700.5170288085938,1229.9542236328125
63,65,0.573756992816925,175.12269592285156,539.3292846679688,431.58026123046875,668.4006958007812
63,73,0.2879104018211365,468.9651184082031,305.58319091796875,697.26513671875,594.056640625
64,63,0.6822733879089355,271.369384765625,602.5369873046875,700.6705932617188,1227.837890625
64,65,0.5488956570625305,170.59024047851562,539.1112060546875,424.88751220703125,667.5419311523438
64,73,0.2239268571138382,463.2078857421875,304.5281066894531,696.1881713867188,592.9092407226562
65,63,0.7195903062820435,267.9441833496094,602.5272827148438,700.36083984375,1226.2650146484375
65,65,0.5596321821212769,165.7432861328125,538.48095703125,418.09771728515625,666.181640625
65,73,0.25914299488067627,458.5270080566406,302.909423828125,695.4456176757812,590.0238647460938
65,26,0.2937275767326355,0.0,241.07054138183594,396.45660400390625,638.5314331054688
66,63,0.7558552026748657,263.3956298828125,601.8005981445312,699.7036743164062,1224.8548583984375
66,65,0.5029449462890625,161.737060546875,537.2323608398438,413.07965087890625,664.7178955078125
66,73,0.2808152437210083,454.1824035644531,302.4142761230469,695.2798461914062,588.5631713867188
66,26,0.19963398575782776,0.0,240.18252563476562,389.8490905761719,638.6276245117188
67,63,0.7628700733184814,258.1905212402344,600.668701171875,698.8878784179688,1223.4892578125
67,65,0.45330801606178284,155.07867431640625,534.4638671875,408.9034423828125,663.6646118164062
67,73,0.3090978264808655,448.761962890625,301.2053527832031,695.2081909179688,587.7568359375
67,26,0.2113712728023529,0.0,239.96624755859375,383.68829345703125,638.4742431640625
68,63,0.7826571464538574,253.47447204589844,599.541015625,698.4817504882812,1221.972412109375
68,65,0.603009045124054,148.41619873046875,532.558837890625,404.27886962890625,663.3028564453125
68,73,0.3596043288707733,443.4953308105469,300.626953125,694.8341674804688,586.8572387695312
68,26,0.21155846118927002,0.0,239.7675018310547,377.4516296386719,638.1875
69,63,0.7217111587524414,248.12966918945312,598.0593872070312,697.8983764648438,1220.5379638671875
69,65,0.572735607624054,142.21290588378906,531.2986450195312,401.3631286621094,664.5977172851562
69,73,0.3012150228023529,438.474853515625,299.6769714355469,694.7125854492188,585.5713500976562
69,26,0.18310828506946564,0.0,239.90867614746094,371.29022216796875,638.2163696289062
70,63,0.7322396636009216,243.17518615722656,596.2759399414062,697.8743896484375,1219.149169921875
70,65,0.6629561185836792,137.96778869628906,532.7535400390625,392.82904052734375,664.3238525390625
70,73,0.3320721685886383,432.3569641113281,298.7449951171875,694.8082275390625,585.818115234375
70,26,0.1712367832660675,0.0,239.98468017578125,364.8785705566406,637.8609619140625
70,73,0.3757302165031433,0.0,697.79736328125,194.7450408935547,990.981201171875
71,63,0.7262746691703796,238.74948120117188,595.0906982421875,696.9169921875,1216.0179443359375
71,65,0.6482678651809692,133.6582794189453,533.2172241210938,384.9663391113281,663.2659912109375
71,73,0.31603553891181946,427.0540466308594,297.91455078125,695.2218627929688,585.7049560546875
71,67,0.359856516122818,0.0,301.0848693847656,330.5797424316406,637.0999755859375
71,73,0.4232967793941498,0.0,697.0684204101562,191.7471923828125,989.2603759765625
72,63,0.6842191219329834,233.8040313720703,594.054443359375,695.5879516601562,1212.67724609375
72,65,0.4468856751918793,131.19993591308594,531.842529296875,379.0074157714844,660.2210693359375
72,73,0.2821017801761627,420.924072265625,296.7895202636719,695.4946899414062,586.08056640625
72,67,0.22162595391273499,5.204031467437744,324.55609130859375,315.0544738769531,635.715087890625
72,73,0.2841818332672119,0.0,696.0009155273438,186.80189514160156,983.98681640625
73,63,0.6710792183876038,227.93853759765625,592.5403442382812,694.0652465820312,1209.4058837890625
73,65,0.49313390254974365,123.73731231689453,529.380126953125,375.4815979003906,660.19921875
73,73,0.3031615614891052,415.172607421875,296.0147399902344,694.6246337890625,584.763916015625
73,67,0.19686059653759003,5.501311302185059,331.16259765625,309.0612487792969,634.8828125
73,73,0.11609280854463577,0.0,696.2760620117188,182.76849365234375,978.3609619140625
74,63,0.6244962215423584,222.68357849121094,590.6798095703125,692.8880004882812,1205.18896484375
74,65,0.5149425864219666,118.01966094970703,528.1483764648438,369.9792175292969,659.5078735351562
74,73,0.31806641817092896,409.80462646484375,295.0101623535156,694.3204956054688,583.4470825195312
74,67,0.24593445658683777,4.240839004516602,333.1899108886719,305.07244873046875,633.537109375
74,73,0.1475411057472229,0.0,695.536865234375,178.99493408203125,974.6117553710938
75,63,0.5998172163963318,218.0152130126953,589.3307495117188,692.4373168945312,1201.696533203125
75,65,0.4533705413341522,115.1411361694336,526.9833984375,363.58795166015625,656.7415161132812
75,73,0.24747252464294434,403.7991943359375,293.8391418457031,693.603271484375,582.0438842773438
75,67,0.1665952503681183,2.211820125579834,333.1995544433594,302.3346862792969,632.7684936523438
75,73,0.14073382318019867,0.0,694.8341674804688,177.09375,973.0455932617188
76,63,0.674888551235199,214.34136962890625,587.192626953125,692.9058837890625,1197.622802734375
76,65,0.5582559704780579,111.50273132324219,526.9365234375,357.2330322265625,655.5570678710938
76,73,0.31420910358428955,398.0226745605469,292.6460876464844,691.9631958007812,579.064208984375
76,26,0.17124928534030914,0.0,272.47552490234375,326.88433837890625,630.9877319335938
76,73,0.10507367551326752,0.0,692.911376953125,173.52847290039062,969.4520874023438
76,14,0.6180795431137085,578.446533203125,769.2295532226562,675.95703125,869.7405395507812
77,63,0.7123762965202332,209.28884887695312,581.9054565429688,694.6152954101562,1194.44384765625
77,65,0.5864272117614746,107.78634643554688,526.8126220703125,350.5686950683594,653.9346923828125
77,73,0.3634231388568878,393.2304382324219,291.4953918457031,691.7572631835938,576.7688598632812
77,67,0.2957388758659363,0.0,305.7475280761719,305.3846130371094,628.3211669921875
78,63,0.7082411646842957,204.60055541992188,579.3388061523438,695.0903930664062,1191.854248046875
78,65,0.393229216337204,101.20933532714844,524.0404052734375,349.0920715332031,654.228759765625
78,73,0.3422259986400604,386.9237365722656,290.1702880859375,691.2535400390625,575.5973510742188
78,67,0.17775236070156097,0.0,320.8186950683594,294.1628112792969,626.5284423828125
79,63,0.7078671455383301,199.63351440429688,576.0991821289062,695.9012451171875,1189.6278076171875
79,65,0.6308982372283936,96.55461883544922,523.69384765625,343.9286193847656,653.9129028320312
79,73,0.3898691236972809,381.2983093261719,289.4216003417969,690.3009643554688,574.17724609375
79,67,0.22808900475502014,0.0,326.0610656738281,288.48223876953125,625.507080078125
80,63,0.6989617943763733,194.3440399169922,573.0537109375,696.0725708007812,1187.1312255859375
80,65,0.4698338508605957,92.36869812011719,523.4415283203125,338.0593566894531,652.9016723632812
80,73,0.38609829545021057,375.3502502441406,288.4025573730469,688.2239990234375,572.1150512695312
80,67,0.3221553564071655,0.0,327.1566162109375,284.1650085449219,624.6697387695312
80,63,0.31270673871040344,352.66558837890625,288.6668701171875,710.8204956054688,573.1298217773438
81,63,0.5403796434402466,187.7467803955078,562.8031005859375,698.5040893554688,1182.7899169921875
81,65,0.5078151822090149,88.48888397216797,523.3538818359375,332.3708801269531,651.8650512695312
81,63,0.2981312870979309,369.0533752441406,287.8800964355469,686.1567993164062,571.1480102539062
81,67,0.2161492556333542,0.0,327.66510009765625,280.4056701660156,623.2501220703125
81,73,0.39600059390068054,350.5052490234375,288.06683349609375,706.9622192382812,571.1023559570312
82,63,0.6501163840293884,182.13624572753906,556.0140380859375,699.9697875976562,1179.81591796875
82,65,0.4295746386051178,83.69247436523438,522.8329467773438,328.4579162597656,652.1019897460938
82,63,0.2590671479701996,362.6733703613281,287.4568786621094,683.595458984375,570.4093017578125
82,67,0.2093428373336792,0.0,328.209716796875,276.0868225097656,620.8534545898438
82,73,0.42035534977912903,345.8978271484375,287.3797912597656,702.0966796875,570.1383666992188
83,63,0.5947853922843933,176.97450256347656,549.937255859375,701.6203002929688,1177.578125
83,65,0.5500402450561523,80.19352722167969,522.7843627929688,324.52044677734375,652.1895751953125
83,63,0.2736581265926361,355.30133056640625,286.9501953125,680.3282470703125,570.3778686523438
83,67,0.11472854763269424,0.0,327.74481201171875,271.8431091308594,618.543212890625
83,73,0.32492393255233765,339.9358825683594,286.87713623046875,695.8789672851562,569.351806640625
84,63,0.581941545009613,171.85618591308594,543.3945922851562,703.2476196289062,1175.11865234375
84,65,0.4239404499530792,76.3355712890625,521.8001708984375,319.822265625,650.8986206054688
84,63,0.24198772013187408,348.247802734375,286.0298767089844,676.3645629882812,570.0034790039062
84,67,0.159564808011055,0.0,326.9703063964844,268.86798095703125,617.20849609375
84,73,0.34994858503341675,334.40545654296875,285.833984375,691.300537109375,569.137939453125
84,64,0.4897826910018921,670.2171020507812,296.9189453125,717.7423706054688,402.8685607910156
85,63,0.5799940824508667,168.00103759765625,539.39599609375,704.1485595703125,1172.97314453125
85,65,0.4519856572151184,72.32054138183594,521.12451171875,318.2471618652344,651.8394775390625
85,63,0.3160521984100342,341.47137451171875,285.3992004394531,671.6307373046875,569.1920776367188
85,67,0.26598861813545227,0.0,327.5711669921875,265.0107727050781,615.2696533203125
85,73,0.3219587802886963,329.8761291503906,284.9962158203125,686.8377685546875,568.4727172851562
85,64,0.38508328795433044,666.3212890625,292.1242980957031,717.8837890625,406.8933410644531
86,63,0.6371987462043762,164.04641723632812,537.0526733398438,704.1531372070312,1171.3310546875
86,65,0.6391227841377258,68.12273406982422,520.3309936523438,315.4835510253906,652.1807250976562
86,63,0.40531572699546814,335.7774658203125,285.0055236816406,668.627685546875,569.245849609375
86,67,0.35706019401550293,0.0,327.722412109375,261.1813049316406,613.844482421875
86,73,0.3249136507511139,325.4932556152344,284.32171630859375,683.2545776367188,568.5333251953125
86,64,0.34887033700942993,662.5411376953125,290.001953125,717.162109375,411.16973876953125
87,63,0.6889721751213074,159.3505859375,534.8200073242188,703.5098266601562,1169.65283203125
87,65,0.6222736835479736,64.16526794433594,520.3943481445312,311.5170593261719,652.6934814453125
87,63,0.3351188004016876,330.7487487792969,284.6060485839844,665.8390502929688,568.91259765625
87,67,0.37473854422569275,0.0,326.8174133300781,257.3586730957031,612.3475952148438
87,73,0.34253907203674316,321.91180419921875,283.7025146484375,679.615234375,567.9072265625
87,64,0.2681591212749481,658.4252319335938,288.0513610839844,716.3240966796875,415.81500244140625
88,63,0.6153795719146729,154.29623413085938,533.2106323242188,702.9965209960938,1169.0601806640625
88,65,0.6030077338218689,60.01594161987305,520.2459716796875,305.88580322265625,652.013427734375
88,63,0.23501825332641602,326.658935546875,284.48974609375,662.9451904296875,567.9387817382812
88,67,0.35371145606040955,0.0,324.440673828125,256.1363525390625,612.2615966796875
88,73,0.3139021098613739,318.1264953613281,283.6446228027344,674.9581298828125,567.0425415039062
88,67,0.35249289870262146,654.7645874023438,287.428466796875,715.1284790039062,419.5198669433594
89,63,0.6000463962554932,149.8583984375,531.8944091796875,702.9226684570312,1168.5970458984375
89,65,0.5984286069869995,55.55964279174805,520.1006469726562,301.0218200683594,651.9214477539062
89,63,0.23594549298286438,322.3716125488281,284.5303955078125,660.2821044921875,567.4520874023438
89,67,0.225220188498497,0.0,326.07916259765625,252.59063720703125,612.1802978515625
